Unnamed: 0,club,position,id,gender,trained_10_week,trained_im,has_trainer,cadence,age,bmi,n_marathons_run,bib_colour,VO2_max,heart_rate,shoe_size,time_seconds
3408,Road Runners,5077,3396,1,3.467285818204855,3.467285818204855,0,160,26.0,25.85,12,4,51.5,72.27,4,5326
5769,No,5078,5750,0,3.970311620882762,3.970311620882762,0,154,18.0,24.34,3,4,58.76,73.76,10,5326
1048,No,5079,1046,0,2.398102912059252,3.18508826158495,0,163,24.0,24.14,15,1,48.87,81.17,12,5326
2360,No,5080,2350,0,2.003684745474395,2.853329358156752,0,168,27.0,22.53,2,1,56.93,73.88,8,5326
2381,No,5081,2371,1,4.318220584707481,4.318220584707481,0,165,18.0,24.6,4,1,49.65,77.19,5,5326
2398,No,5082,2388,0,3.326008997550112,3.326008997550112,0,164,60.0,20.31,11,1,51.61,78.93,7,5326
7658,No,5083,7636,0,3.954199368809414,3.954199368809414,0,173,45.0,23.75,14,4,62.1,73.38,7,5326
14605,No,5084,14558,0,2.256342650820943,2.256342650820943,0,166,47.0,25.0,7,1,55.46,82.09,12,5327
7642,No,5085,7620,0,3.848039818492098,3.848039818492098,0,163,31.0,21.8,12,1,51.39,77.32,12,5327
8578,No,5086,8554,0,3.850861045804923,3.850861045804923,0,163,43.0,22.96,11,4,44.612217,76.45,7,5327
11897,No,5087,11860,1,4.873687279463164,4.873687279463164,0,170,53.0,23.24,13,1,52.73,81.55,5,5328
10954,No,5088,10921,1,2.66398598734176,2.66398598734176,0,174,47.0,23.71,6,1,50.05,74.14,4,5328
1014,No,5089,1012,0,3.51399805577511,3.51399805577511,0,171,54.0,22.54,10,1,37.92,78.86,9,5328
11896,No,5090,11859,1,2.737761322727386,3.524572484406234,0,170,47.0,22.78,13,4,46.23,79.68,4,5329
12979,No,5091,12938,1,4.261414120113279,4.261414120113279,0,167,18.0,26.46,13,4,54.7,74.28,3,5329
11926,No,5092,11889,1,4.527236869435685,4.527236869435685,0,161,29.0,22.26,20,1,56.75,78.18,5,5329
10215,No,5093,10185,0,4.29555246828401,4.29555246828401,0,165,33.0,23.96,12,1,46.65,80.02,9,5329
8563,Gump's training,5094,8539,0,3.364137221635384,3.364137221635384,0,168,40.0,22.05,6,1,52.82,79.29,11,5329
12990,No,5095,12949,1,1.926468897187144,2.576168919509993,0,165,37.0,27.28,10,1,58.06,77.27,3,5329
4342,No,5096,4326,1,4.711840486435349,4.711840486435349,0,165,45.0,24.95,11,1,44.612217,75.91,4,5329
6817,No,5097,6795,1,2.190412048001722,3.847690416907769,0,165,54.0,24.69,19,1,47.27,78.0,5,5329
11900,Flash boys,5098,11863,0,2.560314247271715,2.560314247271715,0,156,52.0,19.85,14,4,58.71,71.66,10,5329
9500,Gump's training,5099,9473,1,2.335624443240578,3.259271393577622,0,161,24.0,25.93,8,1,71.07,73.81,5,5330
2402,No,5100,2392,0,1.406394593922232,2.553595768589902,0,169,39.0,22.87,8,1,51.17,74.58,9,5330
2338,No,5101,2328,0,3.217812456878604,3.616688308576871,0,172,40.0,22.94,4,1,56.62,74.02,8,5330
11912,No,5102,11875,0,4.750037607090741,4.750037607090741,0,168,29.0,23.16,0,1,44.612217,71.83,8,5330
13840,Best foot forward,5103,13798,1,1.701685030315358,3.910925952602558,0,176,30.0,23.28,7,4,54.37,73.16,7,5330
5800,No,5104,5781,0,3.80139730359167,3.80139730359167,0,167,55.0,23.45,11,1,49.53,81.272823,11,5330
959,No,5105,957,0,2.73588284975117,2.73588284975117,0,165,18.0,23.95,7,1,59.52,74.38,13,5330
11874,Road Runners,5106,11837,1,0.0,3.796062711206455,1,169,18.0,21.77,8,1,52.17,78.23,3,5330
11924,No,5107,11887,1,3.678460298975218,3.678460298975218,0,163,21.0,23.88,3,1,53.12,74.78,4,5330
3954,No,5108,3941,1,3.265865945464633,3.265865945464633,0,169,32.0,22.03,16,1,34.32,71.53,3,5331
5770,Mo running,5109,5751,1,3.753525173875725,3.753525173875725,0,168,42.0,23.59,3,1,62.72,77.98,5,5331
1013,No,5110,1011,1,2.449666144477983,3.039102498687535,0,165,21.0,24.69,9,1,50.86,80.41,4,5331
6822,No,5111,6800,0,4.623096586881559,4.623096586881559,0,162,34.0,22.57,2,1,50.64,70.78,11,5331
12991,Forest's running club,5112,12950,0,3.177311471843675,3.79578257785665,1,163,30.0,22.495630402171585,7,1,61.69,72.65,7,5331
3955,No,5113,3942,1,3.167029660921501,3.167029660921501,0,164,38.0,22.54,19,1,56.75,74.68,5,5331
9494,No,5114,9467,0,2.948351471685103,3.449506095171984,0,167,38.0,25.17,4,1,44.612217,80.87,8,5332
3414,No,5115,3402,0,2.868251411561624,2.868251411561624,0,161,40.0,21.29,8,1,54.04,75.85,13,5332
3384,Forest's running club,5116,3372,1,5.419093319215375,5.419093319215375,1,157,36.0,25.04,6,4,53.97,79.11,3,5332
4887,No,5117,4869,1,3.002372738508115,4.454319275547943,0,167,40.0,25.71,7,1,44.612217,77.98,4,5332
5772,No,5118,5753,1,2.788015307145381,4.510049065208064,0,165,22.0,20.6,4,1,58.04,73.39,7,5332
4898,No,5119,4880,0,0.0,4.441646407588927,0,167,51.0,20.47,8,1,51.2,77.57,13,5332
11917,No,5120,11880,1,4.340388642002162,0.0,0,175,25.0,22.495630402171585,1,1,62.47,76.05,7,5332
10964,No,5121,10931,1,1.448729556254696,4.077601308446684,0,168,18.0,26.17,9,1,51.51,68.23,4,5333
5793,No,5122,5774,0,3.246641373111802,3.246641373111802,0,159,30.0,24.49,3,1,61.33,71.89,10,5333
5765,No,5123,5746,1,3.775690351606787,3.775690351606787,0,164,39.0,26.32,9,1,65.04,78.36,6,5333
1021,No,5124,1019,0,4.244840856818334,4.244840856818334,0,158,30.0,23.41,7,1,53.84,74.72,13,5333
13863,Mo running,5125,13821,1,3.562939103307806,3.562939103307806,1,167,43.0,24.32,12,1,43.14,76.16,6,5333
7199,No,5126,7177,1,1.608443050649361,4.269801995107795,0,161,45.0,23.36,2,1,48.29,76.5,3,5333
9498,No,5127,9471,1,4.871120338951783,4.871120338951783,0,173,18.0,23.56,7,1,64.58,75.3,3,5333
988,Run every day,5128,986,0,3.62856917123483,3.62856917123483,1,164,50.0,21.66,1,4,48.13,81.272823,9,5333
1016,No,5129,1014,0,3.304129208352316,4.162034986922119,0,178,38.0,24.58,11,1,49.25,72.98,9,5333
8594,No,5130,8570,1,3.39759806864534,3.39759806864534,0,164,37.0,22.82,10,1,56.73,79.31,6,5334
6823,No,5131,6801,0,2.811323027677391,3.070631510480315,0,172,48.0,23.39,12,1,43.42,78.99,7,5334
3387,Runway RAF running club,5132,3375,0,3.394621385433275,4.543585358397543,0,165,31.0,22.27,14,1,66.31,76.79,7,5334
6821,No,5133,6799,0,0.0,3.396452532251075,0,167,19.0,24.73,6,1,52.19,79.37,13,5334
4900,No,5134,4882,0,3.496053301424109,3.496053301424109,0,165,42.0,23.76,13,1,56.51,81.272823,9,5334
13859,No,5135,13817,1,3.941775968775312,3.941775968775312,0,164,50.0,22.77,13,4,49.44,78.71,4,5334
2380,No,5136,2370,0,4.427849514491449,4.427849514491449,0,172,35.0,21.75,8,1,52.7,75.93,8,5334
11891,No,5137,11854,0,1.769083874214761,3.338157995115265,0,161,34.0,23.6,1,1,65.49,79.61,12,5334
8571,No,5138,8547,0,4.428402549968752,4.428402549968752,0,165,18.0,22.91,10,1,38.66,77.25,12,5335
8542,No,5139,8518,0,2.250812642492209,3.076778007929049,0,168,48.0,20.04,15,4,59.71,74.51,10,5335
11943,No,5140,11906,0,3.869916506038718,4.955999587524647,0,171,41.0,23.77,14,1,44.612217,76.72,11,5335
2406,Best foot forward,5141,2396,0,2.588195379895352,4.121524421631851,1,163,42.0,24.04,9,1,52.38,72.21,10,5335
976,Run every day,5142,974,1,4.78640526072159,4.78640526072159,1,171,38.0,24.3,5,1,57.9,75.96,6,5335
10956,No,5143,10923,1,1.698806822316772,2.746833790472508,0,160,40.0,23.43,23,1,40.54,76.7,3,5335
3406,No,5144,3394,0,3.274599521259919,3.274599521259919,0,168,35.0,24.47,7,1,57.61,79.72,9,5336
2396,No,5145,2386,0,2.609823266689214,3.631923916351377,0,174,44.0,23.28,7,1,65.46,77.7,7,5336
10943,No,5146,10910,0,1.555524068648266,2.894295532921883,0,160,46.0,24.59,9,1,68.42,76.01,12,5336
4350,No,5147,4334,0,1.884641896074412,0.0,0,165,46.0,22.47,11,1,40.04,79.09,9,5336
11904,No,5148,11867,1,0.0,2.50146547833532,0,171,22.0,23.27,9,1,52.36,76.73,3,5336
2375,Best foot forward,5149,2365,1,3.356936126871525,4.044304043187453,0,165,18.0,21.55,5,4,46.46,80.72,6,5336
2354,No,5150,2344,0,3.527918991515624,4.062637924477812,0,159,66.0,24.66,9,1,56.59,76.76,9,5336
11901,No,5151,11864,0,3.880739207752894,3.880739207752894,0,170,49.0,24.93,12,4,65.93,77.42,9,5336
2378,Flash boys,5152,2368,0,3.833417496784325,3.833417496784325,0,170,46.0,20.54,11,4,57.72,76.11,7,5336
1049,No,5153,1047,1,3.870792411128321,3.870792411128321,0,167,27.0,25.26,12,1,55.71,79.57,3,5336
5782,Gump's training,5154,5763,0,1.873404376669486,2.953618299501173,1,165,46.0,21.04,13,1,48.19,75.24,8,5336
4904,No,5155,4886,1,2.046523063543298,3.487554431815253,0,164,28.0,24.62,4,1,50.74,72.83,7,5336
7214,The Bolts,5156,7192,1,2.963496499567605,2.963496499567605,1,172,20.0,22.42,11,1,51.15,75.25,7,5337
7667,No,5157,7645,0,3.492071035517985,3.492071035517985,0,168,32.0,25.06,5,1,54.24,78.25,8,5337
11913,No,5158,11876,0,5.562389418369383,5.562389418369383,0,170,35.0,23.76,13,1,49.13,77.03,7,5337
1015,No,5159,1013,0,1.25937195205912,2.970270863405829,0,168,31.0,24.8,4,1,54.94,72.26,13,5337
8568,No,5160,8544,1,2.903752154302388,4.363817007044212,0,174,25.0,20.46,3,1,58.88,72.96,4,5337
10218,Runway RAF running club,5161,10188,0,5.106394365042519,5.106394365042519,1,175,29.0,22.4,3,1,66.25,77.98,11,5337
4886,No,5162,4868,0,2.189793205651593,3.601015919147246,0,166,39.0,26.45,12,1,45.06,74.55,7,5337
9768,No,5163,9741,0,5.363402453894155,5.363402453894155,0,170,52.0,24.08,1,1,47.77,78.41,10,5337
1035,No,5164,1033,1,3.619986555647543,3.619986555647543,0,166,36.0,23.77,8,1,38.7,78.91,5,5337
13870,No,5165,13828,0,5.234753701670323,5.234753701670323,0,164,41.0,23.75,6,4,61.4,78.17,9,5338
13877,No,5166,13835,0,2.788533037243148,3.048718613698747,0,168,21.0,25.19,3,1,49.06,75.4,9,5338
9757,No,5167,9730,0,4.269324079513692,4.269324079513692,0,163,38.0,21.58,11,1,51.76,76.99,9,5338
9765,No,5168,9738,0,4.125469782200941,4.125469782200941,0,171,30.0,18.85,9,1,56.58,74.21,13,5338
8589,No,5169,8565,0,2.371666244368526,2.673110547492965,0,167,30.0,23.62,10,4,39.22,78.58,12,5338
4901,No,5170,4883,1,4.743023354392783,4.743023354392783,0,157,35.0,21.35,12,1,61.61,78.81,5,5338
5818,No,5171,5799,0,3.016240802245877,3.016240802245877,0,176,59.0,22.56,5,1,51.65,77.54,9,5339
11903,No,5172,11866,1,2.873252296883372,3.504985686363805,0,167,37.0,21.56,11,1,61.94,74.76,4,5339
1002,No,5173,1000,1,4.012670209281431,4.012670209281431,0,174,25.0,21.58,5,1,50.55,77.02,3,5339
5797,No,5174,5778,0,2.97918954366287,2.97918954366287,0,162,51.0,22.495630402171585,5,4,61.24,75.13,12,5339
2418,Run every day,5175,2408,1,3.160218328685143,3.160218328685143,0,169,38.0,25.74,9,1,52.78,73.42,5,5340
4877,No,5176,4859,1,1.992611350277359,2.577782323019281,0,163,37.0,20.12,13,1,57.33,74.74,3,5340
136,No,5177,136,0,2.952316240370858,3.291883647597946,0,166,21.0,23.89,16,1,48.99,73.31,13,5341
8602,No,5178,8578,0,3.086897190175125,3.186568285544225,0,164,51.0,23.32,8,1,49.63,83.72,8,5341
1033,No,5179,1031,0,3.796243999296288,3.796243999296288,0,176,39.0,23.17,7,4,49.89,81.18,12,5341
10213,Best foot forward,5180,10183,1,3.520878212821013,3.520878212821013,1,163,53.0,24.1,10,1,57.01,72.96,7,5341
1004,No,5181,1002,1,2.499570845916346,2.839704760616403,0,167,18.0,23.72,8,1,56.85,77.42,4,5342
8566,Flash boys,5182,8542,1,2.285269292233057,3.311139291475079,1,168,32.0,25.13,14,1,56.21,79.16,6,5342
7210,Gump's training,5183,7188,0,4.152162802992159,4.152162802992159,1,174,18.0,24.16,4,1,44.61,74.84,7,5342
5805,No,5184,5786,1,4.293032320957748,4.293032320957748,0,167,23.0,21.15,13,1,49.29,74.05,5,5343
8559,No,5185,8535,0,2.333362113311904,2.383414120166267,0,171,26.0,23.89,11,1,59.97,76.92,7,5343
13878,No,5186,13836,0,3.31338590989225,3.31338590989225,0,167,43.0,20.76,6,1,44.72,75.56,11,5343
13862,No,5187,13820,0,1.87361888685012,2.718223589998602,0,165,47.0,25.49,7,4,47.25,68.69,10,5343
3401,No,5188,3389,1,3.097041109309558,3.097041109309558,0,154,44.0,22.42,9,1,45.48,75.1,4,5343
4888,No,5189,4870,1,2.467076097176995,2.60266447899608,0,164,57.0,25.29,7,1,52.8,76.41,3,5343
3391,No,5190,3379,1,3.789924565943407,3.789924565943407,0,171,39.0,23.13,9,1,51.65,76.3,7,5344
13833,No,5191,13791,0,2.953999595986927,2.974863227129898,0,165,33.0,24.39,11,4,53.1,76.13,7,5344
145,No,5192,145,0,0.8696839561464231,3.592414588868267,0,165,30.0,21.58,12,1,48.11,78.37,9,5344
4337,No,5193,4321,0,2.552703938727174,3.24641747259207,0,164,18.0,22.73,12,1,57.84,71.59,12,5344
11908,No,5194,11871,0,3.57872854751848,3.57872854751848,0,156,32.0,23.25,1,1,50.22,74.02,9,5344
7657,No,5195,7635,0,3.107244074805301,3.107244074805301,0,158,53.0,22.65,2,1,57.58,78.62,9,5344
4355,No,5196,4339,1,5.099454522308385,5.099454522308385,0,162,48.0,20.8,5,1,42.88,74.63,4,5344
8607,No,5197,8583,0,2.152479767337057,3.854771139384296,0,167,60.0,24.11,6,1,58.19,77.35,8,5344
5819,No,5198,5800,1,2.287486104284372,3.170388851401206,0,160,49.0,22.23,9,1,51.62,78.64,4,5344
4862,No,5199,4844,0,5.425824036179241,5.425824036179241,0,170,18.0,24.55,10,1,48.76,72.41,8,5345
12982,No,5200,12941,0,5.079657205535308,5.079657205535308,0,168,46.0,26.05,9,1,61.47,79.11,12,5345
5802,No,5201,5783,0,2.215723193786618,3.155474302224642,0,167,34.0,21.32,16,1,43.64,77.24,8,5345
11929,No,5202,11892,1,2.23524243244874,3.047992867342324,0,162,40.0,22.495630402171585,8,1,49.78,74.37,3,5345
10206,No,5203,10176,1,2.660116064398793,3.446720905439126,0,158,47.0,22.03,10,1,50.6,75.16,5,5345
2410,No,5204,2400,0,3.78360899705609,3.78360899705609,0,172,53.0,21.31,14,4,49.58,76.05,13,5345
2393,No,5205,2383,0,3.635623308195392,4.320313411233971,0,169,40.0,21.68,15,4,54.66,76.78,8,5345
10995,No,5206,10962,0,1.876360851279949,2.898715128638925,0,162,27.0,25.02,11,1,56.2,78.17,13,5346
9763,Gump's training,5207,9736,0,3.540348033732794,3.540348033732794,1,165,33.0,24.5,8,1,55.19,76.04,7,5346
5804,No,5208,5785,1,2.610047324823998,4.004628957583752,0,167,37.0,21.65,11,1,56.05,79.45,3,5346
1008,No,5209,1006,0,3.174054547134743,3.174054547134743,0,161,29.0,22.84,2,1,62.83,74.09,11,5346
13858,No,5210,13816,1,3.512559640305463,3.600936464809176,0,159,35.0,24.31,5,1,68.35,77.82,7,5346
11905,No,5211,11868,0,3.722628487231509,3.722628487231509,0,158,28.0,21.51,9,1,50.13,76.71,10,5346
4876,No,5212,4858,0,1.962122778940299,4.660009036850952,0,165,18.0,24.64,9,1,56.91,73.11,12,5346
135,No,5213,135,0,3.878989942609321,3.967876912730845,0,164,25.0,22.16,9,1,44.612217,72.87,12,5346
3964,Best foot forward,5214,3951,1,4.044732935237563,4.188714591596431,1,159,32.0,23.79,9,1,45.38,77.08,5,5346
9493,No,5215,9466,0,4.17021678229623,4.17021678229623,0,169,18.0,23.53,1,1,53.53,71.53,9,5346
4331,No,5216,4315,0,0.2162968884442447,3.510306596184583,0,174,32.0,24.23,1,1,57.47,74.41,13,5347
5795,No,5217,5776,1,2.890017568618796,2.890017568618796,0,167,31.0,22.32,7,1,47.56,82.5,7,5347
3400,No,5218,3388,0,1.189005514931371,2.668265657890085,0,164,47.0,22.52,11,1,57.0,76.72,8,5347
13888,No,5219,13846,1,3.05354771447472,3.088706950575483,0,173,37.0,24.11,14,1,55.08,75.75,3,5347
10955,No,5220,10922,1,2.060537724845029,3.380907315955865,0,167,46.0,21.14,15,1,52.25,78.01,3,5347
5806,No,5221,5787,0,4.085031290726297,4.085031290726297,0,166,39.0,22.89,9,1,58.48,78.17,13,5347
11899,No,5222,11862,1,2.23791655023178,2.372397574192414,0,169,43.0,22.9,7,4,49.83,74.11,4,5347
3967,No,5223,3954,0,4.642454374422393,4.642454374422393,0,165,34.0,22.495630402171585,10,1,42.93,79.84,8,5348
10957,No,5224,10924,0,3.842279363630934,3.842279363630934,0,166,40.0,22.32,6,1,55.16,76.43,13,5348
2350,No,5225,2340,0,0.0,4.623978163951117,0,162,18.0,23.12,8,4,57.33,73.56,13,5348
8560,No,5226,8536,1,2.747665443451808,3.537661063704813,0,169,21.0,21.92,6,1,43.12,75.93,6,5348
8531,No,5227,8507,0,4.033567788990647,4.216520887006665,0,162,24.0,21.34,20,1,55.6,73.73,10,5349
8554,No,5228,8530,1,2.138868063821011,2.618453368064607,0,174,27.0,24.1,15,1,56.62,74.37,5,5349
10959,No,5229,10926,1,3.754257562503348,3.754257562503348,0,168,43.0,25.6,11,1,53.39,73.69,4,5349
3958,No,5230,3945,1,3.043463700763073,3.576366953604464,0,165,25.0,23.41,12,1,59.69,75.15,6,5350
3403,No,5231,3391,0,2.278447141441168,2.599209568126237,0,160,25.0,26.49,3,1,57.18,79.92,11,5350
8558,Flash boys,5232,8534,0,0.9966922396000886,3.314874275900903,0,169,44.0,22.91,17,1,52.12,65.97,7,5350
2389,No,5233,2379,0,3.004280176497449,3.522309696761172,0,168,36.0,23.32,7,1,66.41,76.3,7,5350
5801,No,5234,5782,1,1.561539956113551,2.559248335014243,0,163,37.0,24.71,16,4,62.66,77.49,5,5351
4902,No,5235,4884,0,2.771967541185271,3.163164188121123,0,162,29.0,22.14,8,1,51.47,81.26,7,5351
10231,No,5236,10201,1,3.810549793335674,4.657644995665755,0,168,50.0,22.495630402171585,3,1,59.17,77.67,6,5351
10969,No,5237,10936,0,4.322024312418931,4.322024312418931,0,169,35.0,22.2,8,1,57.97,78.34,7,5351
10224,No,5238,10194,0,3.106170637495644,0.0,0,169,35.0,22.5,12,1,54.47,79.83,7,5351
7651,The Bolts,5239,7629,0,3.016031747215971,3.830236011214331,0,164,45.0,22.9,7,1,62.67,76.51,9,5351
3370,No,5240,3358,0,3.745125221677212,3.745125221677212,0,168,25.0,23.92,2,1,55.29,75.15,11,5351
5816,No,5241,5797,1,2.264808306917311,2.551298358390937,0,169,46.0,23.04,13,4,50.11,76.38,6,5351
7213,No,5242,7191,1,4.037490097561606,4.037490097561606,0,164,30.0,21.42,7,1,47.98,72.25,4,5352
1011,No,5243,1009,1,3.642423665773693,4.116140110933811,0,163,23.0,25.65,5,4,47.27,79.29,6,5352
1032,No,5244,1030,0,2.31103657731601,2.942703373528211,0,167,18.0,23.05,8,1,59.49,73.61,12,5352
2390,No,5245,2380,0,1.684416713037391,2.390921645083405,0,159,49.0,23.56,10,1,58.21,75.15,13,5352
3396,No,5246,3384,1,2.797110107514055,2.797110107514055,0,178,33.0,23.23,7,1,64.61,77.32,7,5352
10965,No,5247,10932,0,2.768265070602109,0.0,0,167,25.0,24.0,9,1,48.98,75.17,7,5352
11940,No,5248,11903,0,3.233809331040984,3.638943454280796,0,166,44.0,22.1,7,1,47.88,76.6,12,5353
5808,No,5249,5789,1,3.146150697762871,3.503155341339749,0,168,36.0,22.49,7,1,58.94,76.75,3,5353
2379,No,5250,2369,0,2.240907556688493,3.063178895546668,0,166,23.0,23.51,8,1,60.53,72.31,10,5353
8555,No,5251,8531,0,4.128365947116556,4.128365947116556,0,165,44.0,24.6,16,1,54.8,78.56,8,5353
13387,Runway RAF running club,5252,13345,0,2.040665885024768,2.839400750129694,0,161,26.0,22.1,1,4,57.09,79.3,13,5353
7663,Gump's training,5253,7641,0,3.472895551162981,3.472895551162981,0,164,47.0,22.31,13,1,55.29,75.19,9,5353
7217,No,5254,7195,1,2.039609555074358,3.363978219866749,0,167,34.0,22.29,13,1,56.83,76.21,5,5354
4341,No,5255,4325,1,4.146171369061859,4.146171369061859,0,166,34.0,23.3,13,1,49.93,78.69,7,5354
4906,No,5256,4888,0,2.228459846843974,3.17292122719027,0,163,31.0,24.32,13,1,57.41,80.36,13,5354
1025,No,5257,1023,0,3.728230218297365,4.439721835496119,0,159,50.0,26.1,8,1,48.8,79.66,12,5354
13890,No,5258,13848,0,2.8999592043326,3.860611807019666,0,174,18.0,20.21,12,1,57.72,73.8,13,5354
148,Best foot forward,5259,148,1,4.606901328032323,4.606901328032323,1,179,29.0,22.15,11,1,64.37,75.0,5,5355
10961,No,5260,10928,0,2.681552050692968,3.558915847713596,0,168,38.0,22.68,12,1,58.01,74.02,9,5355
7207,No,5261,7185,1,3.563676321519076,3.563676321519076,0,160,38.0,19.23,9,1,44.25,77.98,3,5355
1009,No,5262,1007,0,3.194481410438244,3.66055748373947,0,163,33.0,22.08,12,1,50.21,77.08,12,5355
6634,Mo running,5263,6612,1,5.175143980200538,5.175143980200538,0,168,31.0,21.24,2,1,66.47,79.65,5,5355
8574,No,5264,8550,1,5.730455266141261,0.0,0,164,41.0,24.75,3,1,42.17,72.83,5,5355
3385,Gump's training,5265,3373,1,4.849844744043375,4.849844744043375,0,178,27.0,26.48,1,1,60.06,76.35,5,5356
13855,No,5266,13813,0,3.058774615045083,3.058774615045083,0,171,34.0,25.86,12,1,44.43,75.41,9,5356
8547,The Bolts,5267,8523,1,4.162734144730367,4.162734144730367,1,175,18.0,24.08,3,4,61.54,75.95,6,5356
11907,The Bolts,5268,11870,0,3.062989905219908,3.236992434278541,0,163,37.0,23.85,8,1,51.16,79.56,8,5356
2387,No,5269,2377,0,3.480186659366969,3.480186659366969,0,172,39.0,26.29,9,1,48.87,76.39,12,5356
13891,No,5270,13849,0,1.858958636983835,3.741688524247302,0,161,34.0,24.21,13,1,44.2,77.06,9,5357
1034,No,5271,1032,0,2.664416874072098,3.332035442635918,0,157,18.0,25.89,4,1,42.2,78.46,11,5357
13897,Best foot forward,5272,13855,1,3.062145112933618,3.331153647783544,1,171,25.0,23.9,2,1,53.11,76.3,4,5357
9501,No,5273,9474,1,3.590018262896883,3.590018262896883,0,168,18.0,22.495630402171585,7,1,61.98,77.1,7,5358
3392,No,5274,3380,0,2.75015174500987,0.0,0,176,38.0,22.66,8,1,56.09,77.79,9,5358
5817,No,5275,5798,0,4.678164853383948,4.678164853383948,0,173,18.0,24.72,4,1,37.09,71.92,12,5358
8600,No,5276,8576,0,4.092091666940918,4.092091666940918,0,175,31.0,25.24,10,1,55.27,80.37,12,5358
8581,No,5277,8557,0,3.030730291235582,3.48738701929767,0,161,35.0,24.29,7,4,55.17,78.84,8,5358
13856,No,5278,13814,1,0.4905235218804544,3.347682182233247,0,170,25.0,25.38,9,1,60.09,72.94,3,5359
13899,No,5279,13857,0,2.649904475624181,3.075486278659378,0,174,39.0,21.19,9,1,49.87,79.23,12,5359
13868,No,5280,13826,1,2.914800060515145,3.588929615613067,0,165,37.0,23.69,10,1,53.49,78.27,5,5359
4333,No,5281,4317,1,4.349353581126963,4.349353581126963,0,170,35.0,27.37,13,1,71.26,69.6,6,5359
7203,No,5282,7181,0,3.340454955185515,3.619961937414562,0,173,24.0,24.77,7,1,43.87,74.66,8,5359
1001,No,5283,999,0,2.77801238320593,3.234272694090793,0,165,34.0,23.76,12,4,44.612217,70.28,12,5359
11934,No,5284,11897,1,3.721758507150376,3.721758507150376,0,174,53.0,22.77,9,1,57.14,79.36,4,5360
8579,No,5285,8555,1,4.38633423399863,4.38633423399863,0,173,42.0,23.14,10,1,50.19,79.37,3,5360
990,No,5286,988,1,2.601828456987988,3.000557734156807,0,160,34.0,21.23,13,1,50.23,74.31,5,5360
11941,No,5287,11904,0,3.679526764113214,3.837220397727036,0,164,30.0,23.58,5,1,44.612217,76.2,8,5361
10948,No,5288,10915,0,3.087314122525797,3.644794478316619,0,164,52.0,26.65,17,4,56.85,78.73,9,5361
3402,Flash boys,5289,3390,0,2.87949652474728,3.695241019067904,0,161,18.0,23.08,10,1,38.65,74.9,9,5361
10963,No,5290,10930,0,3.139586904336767,3.638793138771573,0,167,50.0,22.495630402171585,18,1,52.55,77.82,9,5361
4894,No,5291,4876,0,2.208894767435264,4.167656378842455,0,169,39.0,21.46,14,1,50.08,84.61,7,5361
1042,No,5292,1040,1,2.337972368540083,0.0,0,159,39.0,22.42,6,1,62.08,77.16,5,5361
5836,No,5293,5817,1,3.739058922281965,3.739058922281965,0,156,29.0,24.98,18,1,55.56,76.33,3,5362
11939,Mo running,5294,11902,0,2.820070274074867,4.25940674228656,0,161,53.0,21.69,17,1,43.54,74.52,7,5362
13893,The Bolts,5295,13851,1,3.294390064744632,4.500105196643746,0,157,41.0,22.13,10,1,47.79,74.1,4,5363
5809,No,5296,5790,1,2.684544881655913,4.120597351168095,0,167,31.0,20.73,18,1,55.68,78.33,5,5363
2403,No,5297,2393,0,1.452987474115613,3.999771869730916,0,165,36.0,21.58,12,1,61.01,79.54,11,5363
11909,No,5298,11872,0,4.502324839875561,4.502324839875561,0,170,18.0,20.25,12,1,54.87,74.28,7,5363
4349,No,5299,4333,0,3.048190013569962,3.048190013569962,0,170,46.0,23.21,13,1,62.52,79.02,8,5363
3413,No,5300,3401,0,3.061188273104706,3.900697113972137,0,164,34.0,24.75,3,1,54.86,79.35,8,5363
11949,Forest's running club,5301,11912,1,2.998764156643112,2.998764156643112,0,170,37.0,24.2,6,1,58.27,72.77,7,5363
5776,Best foot forward,5302,5757,0,1.91571363554084,3.729904683187534,1,168,58.0,21.61,15,1,62.49,81.272823,7,5363
9759,No,5303,9732,1,3.039736631427486,3.5900040847889,0,164,36.0,21.46,7,1,54.18,79.93,6,5363
13393,No,5304,13351,1,4.557630941967777,4.557630941967777,0,169,34.0,24.78,15,1,44.7,72.95,7,5364
10210,No,5305,10180,1,4.188066592562079,4.294539986300526,0,166,55.0,22.67,11,1,48.67,75.91,7,5364
10227,No,5306,10197,1,3.447969762728351,3.447969762728351,0,160,33.0,22.02,7,1,55.09,77.71,7,5364
14604,No,5307,14557,1,2.765704095354167,2.765704095354167,0,166,43.0,21.58,9,4,57.74,71.73,6,5364
7682,No,5308,7660,1,2.640959041814264,2.745467327932584,0,170,60.0,21.97,14,1,55.01,76.63,5,5364
2341,No,5309,2331,1,3.275083846144931,3.275083846144931,0,167,21.0,22.15,1,1,51.13,78.24,4,5364
10962,No,5310,10929,1,4.842229348855644,4.842229348855644,0,157,36.0,21.74,3,4,52.09,77.24,3,5365
7212,Run every day,5311,7190,0,3.684286071034391,3.684286071034391,0,173,31.0,23.83,6,1,44.612217,81.4,9,5365
10217,Run every day,5312,10187,0,3.116989554837977,3.116989554837977,0,166,30.0,23.37,4,1,64.07,76.48,11,5365
5781,Mo running,5313,5762,1,4.777265937479481,4.777265937479481,1,174,37.0,22.47,10,1,50.73,81.272823,6,5365
